"key","en","ja","zh-TW"
"admin.account.plan_modal.renew_ssl_modal.ssl_content","<p>You are going to buy <span class=""pitaya-blue"">SSL security certificate</span></p> <p>Plan duration: <span class=""pitaya-blue"">365 days（one year）</span></p> <p>Price of the plan: <span class=""pitaya-blue"">＄<span class=""ssl-price""></span>dollars/year（tax included）</span></p>
","<p><span class=""pitaya-blue"">SSL セキュリティ証明書</span> を購入します</p> <p>プラン有効期間: <span class=""pitaya-blue"">365 日 (1 年間</span></p> <p>プラン単価: <span class=""pitaya-blue"">＄<span class=""ssl-price""></span> 元/年 (税込)</span></p>
","<p>您將購買 <span class=""pitaya-blue"">SSL安全性憑證</span></p> <p>方案使用期限：<span class=""pitaya-blue"">365天（1年）</span></p> <p>方案單價：<span class=""pitaya-blue"">＄<span class=""ssl-price""></span>元/年（含稅）</span></p>
"
"admin.account.plan_modal.renew_ssl_modal.title","SSL Security Certificate Purchase","SSLセキュリティ証明書の購入","SSL安全性憑證購買"
"admin.account.plan_modal.virtual_account_modal.content","<p>Transfer bank: <span class=""pitaya-blue"">玉山銀行 (808) 城東分行</span></p> <p>Bank Account Number: <span class=""pitaya-blue account""></span></p> <p>Transfer Amount：＄<span class=""price""></span> dollars </p>
","<p>振込先銀行: <span class=""pitaya-blue"">E.Sun Bank (808) East Branch</span></p> <p>振込口座番号: <span class=""pitaya-blue account""></span></p> <p>振込金額: $<span class=""price""></span> 元</p>
","<p>轉帳銀行：<span class=""pitaya-blue"">玉山銀行 (808) 城東分行</span></p> <p>本次轉帳帳號：<span class=""pitaya-blue account""></span></p> <p>應轉帳金額：＄<span class=""price""></span> 元 </p>
"
"admin.account.plan_modal.virtual_account_modal.hint","<span class=""pitaya-pink"">After completing the transfer, the system will automatically update your account.""</span><br> <span class=""pitaya-black"">1. Please transfer before <span class=""pitaya-pink"">%{expiry}</span>（Please place a new order if it is overdue.）</span><br> <span class=""pitaya-black"">2. Please transfer the full amount at one time, not multiple times transfer.</span><br> <span class=""pitaya-black"">3. You can transfer money via internet banking, online or physical ATMs.</span><br> <span class=""pitaya-black"">4. You can also transfer money through bank counter.（E-Sun Bank is excluded. The Account Name is 「順立智慧股份有限公司」</span>
","<span class=""pitaya-pink"">送金が完了すると、システムによってアカウントが自動的に更新されます。 </span><br> <span class=""pitaya-black"">1. <span class=""pitaya-pink"">%{expiry}</span> までに振込を完了してください (期限を過ぎた場合は新しい注文を行ってください)</span><br> <span class=""pitaya-black"">2. 全額を一度に振込ませてください (分割振込はしないでください。また、振込先に送金手数料を負担させないでください)</span><br> <span class=""pitaya-black"">3. オンラインバンキング、オンラインATM、または物理ATMから振込できます</span><br> <span class=""pitaya-black"">4. 銀行カウンターから振込することもできます (E.Sun Bank を除く)。口座名は「Shun Li Wisdom Co., Ltd.」です。</span>
","<span class=""pitaya-pink"">轉帳完畢後，系統會自動進行帳戶更新。</span><br> <span class=""pitaya-black"">1. 請於 <span class=""pitaya-pink"">%{expiry}</span> 前完成轉帳（逾期請重新下單）</span><br> <span class=""pitaya-black"">2. 請單次轉帳全數金額（請勿分次轉帳，請勿設定收款人承擔匯費）</span><br> <span class=""pitaya-black"">3. 您可以透過網路銀行、網路 ATM 或實體 ATM 轉帳</span><br> <span class=""pitaya-black"">4. 您也可以透過銀行臨櫃轉帳（玉山銀行除外），戶名為「順立智慧股份有限公司」</span>
"
"admin.account.plan_modal.virtual_account_modal.leave","Leave","離れる","離開"
"admin.account.plan_modal.virtual_account_modal.title","Virtual ATM Account Number","ATM仮想口座番号","ATM虛擬帳號"
"admin.account.plan_not_found","Plan Not Found","そのような計画はない","並無此方案"
"admin.account.plan_renew_not_found","Plan Renewal Not Found","この更新プランはありません","您並無此續約方案"
"admin.account.plans.address","Address","住所","地址"
"admin.account.plans.address_not_complete","Incomplete company address, unable to send physical invoices to you.","会社住所を完全に記入しないと、請求書を送付することができません。","未填寫完整公司地址，將無法寄送實體發票給您"
"admin.account.plans.advance","Advance","上級バージョン","進階版"
"admin.account.plans.advance_plus","Advance Plus","アドバンスプラス版","進階 plus 版"
"admin.account.plans.auto_renew_time"," time(including this time)"," 時刻（今回を含む）"," 次(含本次)"
"admin.account.plans.boss","Boss","プロフェッショナルエディション","專業版"
"admin.account.plans.boss_plus","Boss Plus","プロフェッショナルプラス版","專業 plus 版"
"admin.account.plans.can_stop_ssl","If you fail to complete the payment within the deadline, we reserve the right to suspend the update of your SSL certificate and shall not be liable for any damages arising therefrom.","期限内に支払いが完了しない場合、当社は SSL 証明書の更新を停止する権利を有し、これにより生じたいかなる損害についても責任を負いません。","若您未在期限內繳付款項完成，我們有權停止您的SSL憑證更新且不負擔因此所生之任何損害。"
"admin.account.plans.can_stop_your_account","If you fail to complete the payment within the deadline, we reserve the right to suspend your account and shall not be liable for any damages arising therefrom.","期限内にお支払いが完了しない場合、当社は、それによって生じるいかなる損害についても責任を負うことなく、お客様のアカウントの使用を終了する権利を有します。","若您未在期限內繳付款項完成，我們有權停止您的帳戶的使用且不負擔因此所生之任何損害。"
"admin.account.plans.can_use_virtual_atm_transfer","You can purchase our services by using virtual ATM transfer.","仮想ATMを通じて資金を送金することで当社のサービスをご購入いただけます","您可以用虛擬ATM匯款的方式購買我們的服務"
"admin.account.plans.company_vehicle","Member Carrier(Company) (We need you to fill in your Tax ID Number and complete address.)","会員車両（会社）（統一番号と完全な住所の記入が必要です）","會員載具(公司) (需要您填寫統編，以及完整地址)"
"admin.account.plans.company_vehicle_notice","You have not yet filled out the complete company address or Tax ID Number.(Please go to <a href=""%{url}"">General</a> to fill out your company address and Tax ID Number)
","会社の住所または統一番号が完全に入力されていません (住所と統一番号を入力するには、<a href=""%{url}"">一般設定</a> に移動してください)
","您尚未填寫完整公司地址或統一編號(請至 <a href=""%{url}"">一般設置</a> 填寫地址及統編)
"
"admin.account.plans.connoisseur","Connoisseur","専門家","達人級"
"admin.account.plans.current_plan","Curreny Plan","現在のプラン","您目前的方案"
"admin.account.plans.days_left","<span class=""red"">%{days}</span> days left","残り <span class=""red"">%{days}</span> 日","剩餘 <span class=""red"">%{days}</span> 天"
"admin.account.plans.donate_option","Donate","寄付金受領団体またはグループ","捐贈受捐贈機關或團體"
"admin.account.plans.download_pdf","Download Quotation","見積書をダウンロード","下載報價單"
"admin.account.plans.element","Element","基本バージョン","基本版"
"admin.account.plans.enterprise","Enterprise","エンタープライズエディション","企業版"
"admin.account.plans.go_to_change_address","(or go to <a href=""%{url}"">General</a> to change your address.)
","（または、<a href=""%{url}"">一般設定</a>に移動して住所を変更します）
","(或至 <a href=""%{url}"">一般設置</a> 變更您的地址)
"
"admin.account.plans.go_to_change_company_name","(Default to use your website name, or you can go to <a href=""%{url}"">General</a> to set up your company name)
","(デフォルトではウェブサイト名を使用するか、<a href=""%{url}"">一般設定</a>に移動して会社名全体を設定します)
","(預設使用您的網站名，或至 <a href=""%{url}"">一般設置</a> 設置您的公司全稱)
"
